"Var1","Freq","group","x","label","rank","label1","Country","Year","Survey"
"0",23.6687720977968,30,1,"",0,"0","Congo Democratic Republic",2013,"CDIR61FL"
"1:E",8.7048758545712,30,1,"E",4,"1:E","Congo Democratic Republic",2013,"CDIR61FL"
"1:G",7.64274388391608,30,1,"G",3,"1:G","Congo Democratic Republic",2013,"CDIR61FL"
"1:W",10.737538504671,30,1,"W",5,"1:W","Congo Democratic Republic",2013,"CDIR61FL"
"2:EG",3.70457348961493,30,1,"EG",1,"2:EG","Congo Democratic Republic",2013,"CDIR61FL"
"2:EW",24.434661765849,30,1,"EW",8,"2:EW","Congo Democratic Republic",2013,"CDIR61FL"
"2:GW",5.61970117331856,30,1,"GW",2,"2:GW","Congo Democratic Republic",2013,"CDIR61FL"
"3:EGW",15.4871332302623,30,1,"EGW",6,"3:EGW","Congo Democratic Republic",2013,"CDIR61FL"
"0",12.7279590663111,10,1,"",0,"0","Ethiopia",2011,"ETIR61FL"
"1:A",8.78033813151216,10,1,"A",30,"1:A","Ethiopia",2011,"ETIR61FL"
"1:E",8.84364967325235,10,1,"E",31,"1:E","Ethiopia",2011,"ETIR61FL"
"1:G",7.51834243450984,10,1,"G",28,"1:G","Ethiopia",2011,"ETIR61FL"
"1:P",1.018419975201,10,1,"P",9," ","Ethiopia",2011,"ETIR61FL"
"1:W",2.6277351311769,10,1,"W",20,"1:W","Ethiopia",2011,"ETIR61FL"
"2:AE",1.67413432716095,10,1,"AE",16," ","Ethiopia",2011,"ETIR61FL"
"2:AG",5.97512029775038,10,1,"AG",27,"2:AG","Ethiopia",2011,"ETIR61FL"
"2:AP",0.411792520557384,10,1,"AP",5," ","Ethiopia",2011,"ETIR61FL"
"2:AW",3.89036025597925,10,1,"AW",23,"2:AW","Ethiopia",2011,"ETIR61FL"
"2:EG",5.59537153777381,10,1,"EG",26,"2:EG","Ethiopia",2011,"ETIR61FL"
"2:EP",3.46772184974048,10,1,"EP",22,"2:EP","Ethiopia",2011,"ETIR61FL"
"2:EW",7.9128254725824,10,1,"EW",29,"2:EW","Ethiopia",2011,"ETIR61FL"
"2:GP",1.22569059214073,10,1,"GP",13," ","Ethiopia",2011,"ETIR61FL"
"2:GW",1.56666493448176,10,1,"GW",15," ","Ethiopia",2011,"ETIR61FL"
"2:PW",0.422900095615036,10,1,"PW",6," ","Ethiopia",2011,"ETIR61FL"
"3:AEG",1.12866726679145,10,1,"AEG",11," ","Ethiopia",2011,"ETIR61FL"
"3:AEP",1.25258717131298,10,1,"AEP",14," ","Ethiopia",2011,"ETIR61FL"
"3:AEW",2.07113939977615,10,1,"AEW",17," ","Ethiopia",2011,"ETIR61FL"
"3:AGP",0.169091839637915,10,1,"AGP",3," ","Ethiopia",2011,"ETIR61FL"
"3:AGW",2.30739557562719,10,1,"AGW",18," ","Ethiopia",2011,"ETIR61FL"
"3:APW",0.129256774094521,10,1,"APW",2," ","Ethiopia",2011,"ETIR61FL"
"3:EGP",2.78032950166041,10,1,"EGP",21,"3:EGP","Ethiopia",2011,"ETIR61FL"
"3:EGW",5.19118446689382,10,1,"EGW",25,"3:EGW","Ethiopia",2011,"ETIR61FL"
"3:EPW",4.30804210751462,10,1,"EPW",24,"3:EPW","Ethiopia",2011,"ETIR61FL"
"3:GPW",0.346141983937545,10,1,"GPW",4," ","Ethiopia",2011,"ETIR61FL"
"4:AEGP",0.940243589211356,10,1,"AEGP",8," ","Ethiopia",2011,"ETIR61FL"
"4:AEGW",1.07230590375545,10,1,"AEGW",10," ","Ethiopia",2011,"ETIR61FL"
"4:AEPW",1.1964897804265,10,1,"AEPW",12," ","Ethiopia",2011,"ETIR61FL"
"4:AGPW",0.0557032643303972,10,1,"AGPW",1," ","Ethiopia",2011,"ETIR61FL"
"4:EGPW",2.53542618674688,10,1,"EGPW",19,"4:EGPW","Ethiopia",2011,"ETIR61FL"
"5:AEGPW",0.85696889253728,10,1,"AEGPW",7," ","Ethiopia",2011,"ETIR61FL"
"0",64.720236742518,20,1,"",0,"0","Ethiopia",2011,"ETIR61FL"
"1:G",1.24319521238132,20,1,"G",4," ","Ethiopia",2011,"ETIR61FL"
"1:P",15.546229040699,20,1,"P",7,"1:P","Ethiopia",2011,"ETIR61FL"
"1:W",12.1397429833565,20,1,"W",6,"1:W","Ethiopia",2011,"ETIR61FL"
"2:GP",0.411651618345677,20,1,"GP",1," ","Ethiopia",2011,"ETIR61FL"
"2:GW",0.780018937079234,20,1,"GW",3," ","Ethiopia",2011,"ETIR61FL"
"2:PW",4.72483236957576,20,1,"PW",5,"2:PW","Ethiopia",2011,"ETIR61FL"
"3:GPW",0.43409309604453,20,1,"GPW",2," ","Ethiopia",2011,"ETIR61FL"
"0",80.6911586732817,30,1,"",0,"0","Ethiopia",2011,"ETIR61FL"
"1:G",1.23015394066235,30,1,"G",2," ","Ethiopia",2011,"ETIR61FL"
"1:W",17.3160140561971,30,1,"W",3,"1:W","Ethiopia",2011,"ETIR61FL"
"2:GW",0.762673329858911,30,1,"GW",1," ","Ethiopia",2011,"ETIR61FL"
"0",29.2523788370277,10,1,"",0,"0","Ethiopia",2016,"ETIR70FL"
"1:A",2.95677203266299,10,1,"A",7,"1:A","Ethiopia",2016,"ETIR70FL"
"1:G",15.9364272401902,10,1,"G",15,"1:G","Ethiopia",2016,"ETIR70FL"
"1:P",3.8816371000768,10,1,"P",10,"1:P","Ethiopia",2016,"ETIR70FL"
"1:W",11.9512195311064,10,1,"W",14,"1:W","Ethiopia",2016,"ETIR70FL"
"2:AG",1.62394098000371,10,1,"AG",3," ","Ethiopia",2016,"ETIR70FL"
"2:AP",4.7025809176707,10,1,"AP",12,"2:AP","Ethiopia",2016,"ETIR70FL"
"2:AW",0.89948693246145,10,1,"AW",2," ","Ethiopia",2016,"ETIR70FL"
"2:GP",4.04166391508859,10,1,"GP",11,"2:GP","Ethiopia",2016,"ETIR70FL"
"2:GW",8.88465945031997,10,1,"GW",13,"2:GW","Ethiopia",2016,"ETIR70FL"
"2:PW",3.39109923005463,10,1,"PW",8,"2:PW","Ethiopia",2016,"ETIR70FL"
"3:AGP",2.90468762404116,10,1,"AGP",6,"3:AGP","Ethiopia",2016,"ETIR70FL"
"3:AGW",0.565244735539628,10,1,"AGW",1," ","Ethiopia",2016,"ETIR70FL"
"3:APW",2.86715112044578,10,1,"APW",5,"3:APW","Ethiopia",2016,"ETIR70FL"
"3:GPW",3.858669218207,10,1,"GPW",9,"3:GPW","Ethiopia",2016,"ETIR70FL"
"4:AGPW",2.28238113510328,10,1,"AGPW",4," ","Ethiopia",2016,"ETIR70FL"
"0",66.7953231196173,20,1,"",0,"0","Ethiopia",2016,"ETIR70FL"
"1:G",0.999719940324256,20,1,"G",3," ","Ethiopia",2016,"ETIR70FL"
"1:P",15.1322513237438,20,1,"P",7,"1:P","Ethiopia",2016,"ETIR70FL"
"1:W",10.4143844343679,20,1,"W",6,"1:W","Ethiopia",2016,"ETIR70FL"
"2:GP",0.285300082428564,20,1,"GP",1," ","Ethiopia",2016,"ETIR70FL"
"2:GW",1.65469554153124,20,1,"GW",4," ","Ethiopia",2016,"ETIR70FL"
"2:PW",3.91110053748812,20,1,"PW",5,"2:PW","Ethiopia",2016,"ETIR70FL"
"3:GPW",0.807225020498845,20,1,"GPW",2," ","Ethiopia",2016,"ETIR70FL"
"0",97.0703605114802,30,1,"",0,"0","Ethiopia",2016,"ETIR70FL"
"1:G",2.92963948851977,30,1,"G",1,"1:G","Ethiopia",2016,"ETIR70FL"
"0",60.0281809937911,10,1,"",0,"0","Ghana",2014,"GHIR72FL"
"1:A",12.4762650345328,10,1,"A",2,"1:A","Ghana",2014,"GHIR72FL"
"1:G",22.6754502999082,10,1,"G",3,"1:G","Ghana",2014,"GHIR72FL"
"2:AG",4.82010367176792,10,1,"AG",1,"2:AG","Ghana",2014,"GHIR72FL"
"0",75.8885661346583,20,1,"",0,"0","Ghana",2014,"GHIR72FL"
"1:A",15.7475682836262,20,1,"A",3,"1:A","Ghana",2014,"GHIR72FL"
"1:G",6.81506515904104,20,1,"G",2,"1:G","Ghana",2014,"GHIR72FL"
"2:AG",1.5488004226745,20,1,"AG",1," ","Ghana",2014,"GHIR72FL"
"0",100,30,1,"",0,"0","Ghana",2014,"GHIR72FL"
"0",6.07702726671673,10,1,"",0,"0","Guinea",2012,"GNIR62FL"
"1:A",6.80265587272205,10,1,"A",29,"1:A","Guinea",2012,"GNIR62FL"
"1:E",2.12077639896349,10,1,"E",18," ","Guinea",2012,"GNIR62FL"
"1:G",0.16923019329215,10,1,"G",9," ","Guinea",2012,"GNIR62FL"
"1:P",0.414680788268314,10,1,"P",11," ","Guinea",2012,"GNIR62FL"
"1:W",4.36798034334684,10,1,"W",24,"1:W","Guinea",2012,"GNIR62FL"
"2:AE",2.71152522794181,10,1,"AE",21,"2:AE","Guinea",2012,"GNIR62FL"
"2:AG",0.111212985976163,10,1,"AG",8," ","Guinea",2012,"GNIR62FL"
"2:AP",1.68929895759001,10,1,"AP",17," ","Guinea",2012,"GNIR62FL"
"2:AW",6.39943919535225,10,1,"AW",28,"2:AW","Guinea",2012,"GNIR62FL"
"2:EG",0.0579424206159251,10,1,"EG",5," ","Guinea",2012,"GNIR62FL"
"2:EP",0.532862949601627,10,1,"EP",12," ","Guinea",2012,"GNIR62FL"
"2:EW",7.9983634959241,10,1,"EW",30,"2:EW","Guinea",2012,"GNIR62FL"
"2:GP",0.0110582587802802,10,1,"GP",2," ","Guinea",2012,"GNIR62FL"
"2:GW",1.33645146727546,10,1,"GW",15," ","Guinea",2012,"GNIR62FL"
"2:PW",0.704619078181913,10,1,"PW",14," ","Guinea",2012,"GNIR62FL"
"3:AEG",0.0891846657481455,10,1,"AEG",7," ","Guinea",2012,"GNIR62FL"
"3:AEP",2.54944582234865,10,1,"AEP",20,"3:AEP","Guinea",2012,"GNIR62FL"
"3:AEW",9.5364695390325,10,1,"AEW",31,"3:AEW","Guinea",2012,"GNIR62FL"
"3:AGP",0.0577868638422553,10,1,"AGP",4," ","Guinea",2012,"GNIR62FL"
"3:AGW",2.49672856043279,10,1,"AGW",19," ","Guinea",2012,"GNIR62FL"
"3:APW",1.57318693411834,10,1,"APW",16," ","Guinea",2012,"GNIR62FL"
"3:EGP",0.0224993112666692,10,1,"EGP",3," ","Guinea",2012,"GNIR62FL"
"3:EGW",4.87750603592222,10,1,"EGW",25,"3:EGW","Guinea",2012,"GNIR62FL"
"3:EPW",3.69968441172058,10,1,"EPW",23,"3:EPW","Guinea",2012,"GNIR62FL"
"3:GPW",0.246284876329641,10,1,"GPW",10," ","Guinea",2012,"GNIR62FL"
"4:AEGP",0.0583686730845535,10,1,"AEGP",6," ","Guinea",2012,"GNIR62FL"
"4:AEGW",5.83093872598449,10,1,"AEGW",26,"4:AEGW","Guinea",2012,"GNIR62FL"
"4:AEPW",13.5870588573539,10,1,"AEPW",33,"4:AEPW","Guinea",2012,"GNIR62FL"
"4:AGPW",0.563591346551588,10,1,"AGPW",13," ","Guinea",2012,"GNIR62FL"
"4:EGPW",2.84352587562504,10,1,"EGPW",22,"4:EGPW","Guinea",2012,"GNIR62FL"
"5:AEGPW",10.4578948122143,10,1,"AEGPW",32,"5:AEGPW","Guinea",2012,"GNIR62FL"
"NAANAGW",0.00471978787520959,10,1,"ANAGW",1," ","Guinea",2012,"GNIR62FL"
"0",18.9944208859229,20,1,"",0,"0","Guinea",2012,"GNIR62FL"
"1:A",0.919110374869576,20,1,"A",15," ","Guinea",2012,"GNIR62FL"
"1:E",10.032889641792,20,1,"E",30,"1:E","Guinea",2012,"GNIR62FL"
"1:G",2.1935609769164,20,1,"G",21," ","Guinea",2012,"GNIR62FL"
"1:P",0.944957804768459,20,1,"P",16," ","Guinea",2012,"GNIR62FL"
"1:W",5.58995215427613,20,1,"W",28,"1:W","Guinea",2012,"GNIR62FL"
"2:AE",1.05459547896907,20,1,"AE",18," ","Guinea",2012,"GNIR62FL"
"2:AG",0.0440782331057227,20,1,"AG",3," ","Guinea",2012,"GNIR62FL"
"2:AP",0.725667514341151,20,1,"AP",12," ","Guinea",2012,"GNIR62FL"
"2:AW",0.117142399774971,20,1,"AW",4," ","Guinea",2012,"GNIR62FL"
"2:EG",2.26938387257727,20,1,"EG",23," ","Guinea",2012,"GNIR62FL"
"2:EP",2.21134985274732,20,1,"EP",22," ","Guinea",2012,"GNIR62FL"
"2:EW",15.5919031606546,20,1,"EW",32,"2:EW","Guinea",2012,"GNIR62FL"
"2:GP",0.12725727634666,20,1,"GP",7," ","Guinea",2012,"GNIR62FL"
"2:GW",2.18128819175302,20,1,"GW",20," ","Guinea",2012,"GNIR62FL"
"2:PW",0.384342754484231,20,1,"PW",11," ","Guinea",2012,"GNIR62FL"
"3:AEG",0.193720141215841,20,1,"AEG",9," ","Guinea",2012,"GNIR62FL"
"3:AEP",2.33527618394708,20,1,"AEP",24," ","Guinea",2012,"GNIR62FL"
"3:AEW",1.47925616240221,20,1,"AEW",19," ","Guinea",2012,"GNIR62FL"
"3:AGP",0.171358064692331,20,1,"AGP",8," ","Guinea",2012,"GNIR62FL"
"3:AGW",0.0241064213363627,20,1,"AGW",2," ","Guinea",2012,"GNIR62FL"
"3:APW",0.353294547859016,20,1,"APW",10," ","Guinea",2012,"GNIR62FL"
"3:EGP",0.993848475061885,20,1,"EGP",17," ","Guinea",2012,"GNIR62FL"
"3:EGW",10.0478944331288,20,1,"EGW",31,"3:EGW","Guinea",2012,"GNIR62FL"
"3:EPW",5.68278154771878,20,1,"EPW",29,"3:EPW","Guinea",2012,"GNIR62FL"
"3:GPW",0.123950592849715,20,1,"GPW",5," ","Guinea",2012,"GNIR62FL"
"4:AEGP",0.802902497097397,20,1,"AEGP",14," ","Guinea",2012,"GNIR62FL"
"4:AEGW",0.788638243949039,20,1,"AEGW",13," ","Guinea",2012,"GNIR62FL"
"4:AEPW",4.34813467465561,20,1,"AEPW",26,"4:AEPW","Guinea",2012,"GNIR62FL"
"4:AGPW",0.12674479548011,20,1,"AGPW",6," ","Guinea",2012,"GNIR62FL"
"4:EGPW",5.33632778974102,20,1,"EGPW",27,"4:EGPW","Guinea",2012,"GNIR62FL"
"5:AEGPW",3.80514506769013,20,1,"AEGPW",25,"5:AEGPW","Guinea",2012,"GNIR62FL"
"NANAGW",0.00471978787520959,20,1,"NAGW",1," ","Guinea",2012,"GNIR62FL"
"0",23.534760530033,30,1,"",0,"0","Guinea",2012,"GNIR62FL"
"1:A",1.39517066541537,30,1,"A",17," ","Guinea",2012,"GNIR62FL"
"1:E",18.8288578771185,30,1,"E",31,"1:E","Guinea",2012,"GNIR62FL"
"1:G",2.04770444406396,30,1,"G",21," ","Guinea",2012,"GNIR62FL"
"1:P",0.616038558145501,30,1,"P",11," ","Guinea",2012,"GNIR62FL"
"1:W",3.2942653168981,30,1,"W",26,"1:W","Guinea",2012,"GNIR62FL"
"2:AE",2.65352849754589,30,1,"AE",22,"2:AE","Guinea",2012,"GNIR62FL"
"2:AG",0.0786360985103671,30,1,"AG",5," ","Guinea",2012,"GNIR62FL"
"2:AP",0.684814002359466,30,1,"AP",13," ","Guinea",2012,"GNIR62FL"
"2:AW",0.0235092872195894,30,1,"AW",3," ","Guinea",2012,"GNIR62FL"
"2:EG",4.25774601632459,30,1,"EG",28,"2:EG","Guinea",2012,"GNIR62FL"
"2:EP",2.6875602964351,30,1,"EP",23,"2:EP","Guinea",2012,"GNIR62FL"
"2:EW",14.7199645105222,30,1,"EW",30,"2:EW","Guinea",2012,"GNIR62FL"
"2:GP",0.0929297106616445,30,1,"GP",6," ","Guinea",2012,"GNIR62FL"
"2:GW",0.789267187298485,30,1,"GW",14," ","Guinea",2012,"GNIR62FL"
"2:PW",0.155873334602902,30,1,"PW",9," ","Guinea",2012,"GNIR62FL"
"3:AEG",0.642485233296613,30,1,"AEG",12," ","Guinea",2012,"GNIR62FL"
"3:AEP",3.58568225483583,30,1,"AEP",27,"3:AEP","Guinea",2012,"GNIR62FL"
"3:AEW",1.69906001661011,30,1,"AEW",19," ","Guinea",2012,"GNIR62FL"
"3:AGP",0.12542942682878,30,1,"AGP",7," ","Guinea",2012,"GNIR62FL"
"3:APW",0.141765994605399,30,1,"APW",8," ","Guinea",2012,"GNIR62FL"
"3:EGP",0.84662825809019,30,1,"EGP",15," ","Guinea",2012,"GNIR62FL"
"3:EGW",5.9403191041841,30,1,"EGW",29,"3:EGW","Guinea",2012,"GNIR62FL"
"3:EPW",2.91274239400993,30,1,"EPW",24,"3:EPW","Guinea",2012,"GNIR62FL"
"3:GPW",0.00889155561394103,30,1,"GPW",2," ","Guinea",2012,"GNIR62FL"
"4:AEGP",1.17169965953533,30,1,"AEGP",16," ","Guinea",2012,"GNIR62FL"
"4:AEGW",0.562199845761537,30,1,"AEGW",10," ","Guinea",2012,"GNIR62FL"
"4:AEPW",3.03991578280316,30,1,"AEPW",25,"4:AEPW","Guinea",2012,"GNIR62FL"
"4:AGPW",0.0321768765202691,30,1,"AGPW",4," ","Guinea",2012,"GNIR62FL"
"4:EGPW",1.972560316737,30,1,"EGPW",20," ","Guinea",2012,"GNIR62FL"
"5:AEGPW",1.45309715953791,30,1,"AEGPW",18," ","Guinea",2012,"GNIR62FL"
"NANAGW",0.00471978787520959,30,1,"NAGW",1," ","Guinea",2012,"GNIR62FL"
"0",13.0184445165359,10,1,"",0,"0","Guinea",2018,"GNIR71FL"
"1:A",2.26470729259216,10,1,"A",19," ","Guinea",2018,"GNIR71FL"
"1:E",6.84496130229707,10,1,"E",27,"1:E","Guinea",2018,"GNIR71FL"
"1:G",3.91594543611381,10,1,"G",23,"1:G","Guinea",2018,"GNIR71FL"
"1:P",0.412019755207731,10,1,"P",9," ","Guinea",2018,"GNIR71FL"
"1:W",4.13195428377837,10,1,"W",24,"1:W","Guinea",2018,"GNIR71FL"
"2:AE",2.78954031844214,10,1,"AE",20,"2:AE","Guinea",2018,"GNIR71FL"
"2:AG",0.654108279269888,10,1,"AG",11," ","Guinea",2018,"GNIR71FL"
"2:AP",1.61200825555714,10,1,"AP",16," ","Guinea",2018,"GNIR71FL"
"2:AW",0.197466287354103,10,1,"AW",3," ","Guinea",2018,"GNIR71FL"
"2:EG",1.91877499396966,10,1,"EG",18," ","Guinea",2018,"GNIR71FL"
"2:EP",0.799203764499261,10,1,"EP",12," ","Guinea",2018,"GNIR71FL"
"2:EW",10.430204300067,10,1,"EW",31,"2:EW","Guinea",2018,"GNIR71FL"
"2:GP",0.101264806368921,10,1,"GP",1," ","Guinea",2018,"GNIR71FL"
"2:GW",2.93899457690967,10,1,"GW",21,"2:GW","Guinea",2018,"GNIR71FL"
"2:PW",0.20974073103077,10,1,"PW",4," ","Guinea",2018,"GNIR71FL"
"3:AEG",1.12294093704335,10,1,"AEG",13," ","Guinea",2018,"GNIR71FL"
"3:AEP",4.84140255775443,10,1,"AEP",26,"3:AEP","Guinea",2018,"GNIR71FL"
"3:AEW",3.82865557002583,10,1,"AEW",22,"3:AEW","Guinea",2018,"GNIR71FL"
"3:AGP",0.482597381022097,10,1,"AGP",10," ","Guinea",2018,"GNIR71FL"
"3:AGW",0.220423203025439,10,1,"AGW",5," ","Guinea",2018,"GNIR71FL"
"3:APW",0.364570361968098,10,1,"APW",7," ","Guinea",2018,"GNIR71FL"
"3:EGP",0.191196579769418,10,1,"EGP",2," ","Guinea",2018,"GNIR71FL"
"3:EGW",9.07547401134089,10,1,"EGW",29,"3:EGW","Guinea",2018,"GNIR71FL"
"3:EPW",1.87499536348168,10,1,"EPW",17," ","Guinea",2018,"GNIR71FL"
"3:GPW",0.235439894276196,10,1,"GPW",6," ","Guinea",2018,"GNIR71FL"
"4:AEGP",1.5647462634586,10,1,"AEGP",14," ","Guinea",2018,"GNIR71FL"
"4:AEGW",4.14309994319445,10,1,"AEGW",25,"4:AEGW","Guinea",2018,"GNIR71FL"
"4:AEPW",8.21846574044625,10,1,"AEPW",28,"4:AEPW","Guinea",2018,"GNIR71FL"
"4:AGPW",0.365028427079387,10,1,"AGPW",8," ","Guinea",2018,"GNIR71FL"
"4:EGPW",1.57279463575528,10,1,"EGPW",15," ","Guinea",2018,"GNIR71FL"
"5:AEGPW",9.65883023036496,10,1,"AEGPW",30,"5:AEGPW","Guinea",2018,"GNIR71FL"
"0",44.7330792043641,20,1,"",0,"0","Guinea",2018,"GNIR71FL"
"1:A",1.97020898351013,20,1,"A",7," ","Guinea",2018,"GNIR71FL"
"1:G",14.9591452968735,20,1,"G",15,"1:G","Guinea",2018,"GNIR71FL"
"1:P",10.331449683151,20,1,"P",14,"1:P","Guinea",2018,"GNIR71FL"
"1:W",7.87533710194177,20,1,"W",13,"1:W","Guinea",2018,"GNIR71FL"
"2:AG",1.07244871686479,20,1,"AG",5," ","Guinea",2018,"GNIR71FL"
"2:AP",2.55500619021706,20,1,"AP",9,"2:AP","Guinea",2018,"GNIR71FL"
"2:AW",0.375322835802299,20,1,"AW",2," ","Guinea",2018,"GNIR71FL"
"2:GP",4.30672107683426,20,1,"GP",11,"2:GP","Guinea",2018,"GNIR71FL"
"2:GW",4.4041847888343,20,1,"GW",12,"2:GW","Guinea",2018,"GNIR71FL"
"2:PW",2.5773011507634,20,1,"PW",10,"2:PW","Guinea",2018,"GNIR71FL"
"3:AGP",1.19578211813633,20,1,"AGP",6," ","Guinea",2018,"GNIR71FL"
"3:AGW",0.337924914003007,20,1,"AGW",1," ","Guinea",2018,"GNIR71FL"
"3:APW",0.704262436176894,20,1,"APW",4," ","Guinea",2018,"GNIR71FL"
"3:GPW",2.10820213286379,20,1,"GPW",8," ","Guinea",2018,"GNIR71FL"
"4:AGPW",0.493623369663365,20,1,"AGPW",3," ","Guinea",2018,"GNIR71FL"
"0",52.2892454479241,30,1,"",0,"0","Guinea",2018,"GNIR71FL"
"1:G",18.3243836404518,30,1,"G",7,"1:G","Guinea",2018,"GNIR71FL"
"1:P",7.30049861331818,30,1,"P",5,"1:P","Guinea",2018,"GNIR71FL"
"1:W",9.489035388773,30,1,"W",6,"1:W","Guinea",2018,"GNIR71FL"
"2:GP",3.20971356825707,30,1,"GP",3,"2:GP","Guinea",2018,"GNIR71FL"
"2:GW",5.7452056053696,30,1,"GW",4,"2:GW","Guinea",2018,"GNIR71FL"
"2:PW",2.04318813591137,30,1,"PW",2," ","Guinea",2018,"GNIR71FL"
"3:GPW",1.59872959999486,30,1,"GPW",1," ","Guinea",2018,"GNIR71FL"
"0",72.711064949792,10,1,"",0,"0","Malawi",2015,"MWIR7AFL"
"1:A",4.76748092761018,10,1,"A",1,"1:A","Malawi",2015,"MWIR7AFL"
"1:P",5.86199996175702,10,1,"P",2,"1:P","Malawi",2015,"MWIR7AFL"
"2:AP",16.6594541608408,10,1,"AP",3,"2:AP","Malawi",2015,"MWIR7AFL"
"0",72.711064949792,20,1,"",0,"0","Malawi",2015,"MWIR7AFL"
"1:A",4.76748092761018,20,1,"A",1,"1:A","Malawi",2015,"MWIR7AFL"
"1:P",5.86199996175702,20,1,"P",2,"1:P","Malawi",2015,"MWIR7AFL"
"2:AP",16.6594541608408,20,1,"AP",3,"2:AP","Malawi",2015,"MWIR7AFL"
"0",77.4785458774022,30,1,"",0,"0","Malawi",2015,"MWIR7AFL"
"1:P",22.5214541225978,30,1,"P",1,"1:P","Malawi",2015,"MWIR7AFL"
"0",13.8720319456187,10,1,"",0,"0","Mali",2018,"MLIR7HFL"
"1:A",8.15814821060261,10,1,"A",29,"1:A","Mali",2018,"MLIR7HFL"
"1:E",14.1069522387409,10,1,"E",32,"1:E","Mali",2018,"MLIR7HFL"
"1:G",3.01823967384301,10,1,"G",22,"1:G","Mali",2018,"MLIR7HFL"
"1:P",0.890155277225571,10,1,"P",9," ","Mali",2018,"MLIR7HFL"
"1:W",1.50847767512858,10,1,"W",12," ","Mali",2018,"MLIR7HFL"
"2:AE",5.45679717166457,10,1,"AE",28,"2:AE","Mali",2018,"MLIR7HFL"
"2:AG",1.76416802213041,10,1,"AG",17," ","Mali",2018,"MLIR7HFL"
"2:AP",0.611908898616048,10,1,"AP",7," ","Mali",2018,"MLIR7HFL"
"2:AW",1.66491057517577,10,1,"AW",15," ","Mali",2018,"MLIR7HFL"
"2:EG",4.02945022068692,10,1,"EG",24,"2:EG","Mali",2018,"MLIR7HFL"
"2:EP",4.22513032996289,10,1,"EP",26,"2:EP","Mali",2018,"MLIR7HFL"
"2:EW",8.59146909969872,10,1,"EW",30,"2:EW","Mali",2018,"MLIR7HFL"
"2:GP",0.385613778861513,10,1,"GP",6," ","Mali",2018,"MLIR7HFL"
"2:GW",1.08885081568013,10,1,"GW",10," ","Mali",2018,"MLIR7HFL"
"2:PW",0.249939496245787,10,1,"PW",5," ","Mali",2018,"MLIR7HFL"
"3:AEG",1.52354362223854,10,1,"AEG",13," ","Mali",2018,"MLIR7HFL"
"3:AEP",2.75978383586593,10,1,"AEP",21,"3:AEP","Mali",2018,"MLIR7HFL"
"3:AEW",3.42061310641547,10,1,"AEW",23,"3:AEW","Mali",2018,"MLIR7HFL"
"3:AGP",0.0611622863826108,10,1,"AGP",1," ","Mali",2018,"MLIR7HFL"
"3:AGW",0.842724086751121,10,1,"AGW",8," ","Mali",2018,"MLIR7HFL"
"3:APW",0.121984996764934,10,1,"APW",3," ","Mali",2018,"MLIR7HFL"
"3:EGP",1.57436905165875,10,1,"EGP",14," ","Mali",2018,"MLIR7HFL"
"3:EGW",5.26029138505509,10,1,"EGW",27,"3:EGW","Mali",2018,"MLIR7HFL"
"3:EPW",4.20880319834839,10,1,"EPW",25,"3:EPW","Mali",2018,"MLIR7HFL"
"3:GPW",0.169531027051351,10,1,"GPW",4," ","Mali",2018,"MLIR7HFL"
"4:AEGP",1.18675358065086,10,1,"AEGP",11," ","Mali",2018,"MLIR7HFL"
"4:AEGW",2.35261446268582,10,1,"AEGW",18," ","Mali",2018,"MLIR7HFL"
"4:AEPW",2.71778980663797,10,1,"AEPW",20,"4:AEPW","Mali",2018,"MLIR7HFL"
"4:AGPW",0.071291300397239,10,1,"AGPW",2," ","Mali",2018,"MLIR7HFL"
"4:EGPW",2.36689986032547,10,1,"EGPW",19," ","Mali",2018,"MLIR7HFL"
"5:AEGPW",1.73960096288832,10,1,"AEGPW",16," ","Mali",2018,"MLIR7HFL"
"0",40.5966528060578,20,1,"",0,"0","Mali",2018,"MLIR7HFL"
"1:A",0.997276760568954,20,1,"A",6," ","Mali",2018,"MLIR7HFL"
"1:G",10.0350443230852,20,1,"G",14,"1:G","Mali",2018,"MLIR7HFL"
"1:P",6.98329134999587,20,1,"P",12,"1:P","Mali",2018,"MLIR7HFL"
"1:W",14.8053072526259,20,1,"W",15,"1:W","Mali",2018,"MLIR7HFL"
"2:AG",0.300357215813697,20,1,"AG",1," ","Mali",2018,"MLIR7HFL"
"2:AP",1.50368699167457,20,1,"AP",8," ","Mali",2018,"MLIR7HFL"
"2:AW",0.380163203792617,20,1,"AW",3," ","Mali",2018,"MLIR7HFL"
"2:GP",2.68458336165082,20,1,"GP",9,"2:GP","Mali",2018,"MLIR7HFL"
"2:GW",9.20231315376359,20,1,"GW",13,"2:GW","Mali",2018,"MLIR7HFL"
"2:PW",6.08231774419226,20,1,"PW",11,"2:PW","Mali",2018,"MLIR7HFL"
"3:AGP",0.523315335902919,20,1,"AGP",4," ","Mali",2018,"MLIR7HFL"
"3:AGW",0.34216759640858,20,1,"AGW",2," ","Mali",2018,"MLIR7HFL"
"3:APW",1.21619975380481,20,1,"APW",7," ","Mali",2018,"MLIR7HFL"
"3:GPW",3.65187250026693,20,1,"GPW",10,"3:GPW","Mali",2018,"MLIR7HFL"
"4:AGPW",0.695450650395446,20,1,"AGPW",5," ","Mali",2018,"MLIR7HFL"
